#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:impatiens" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:impatiens" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:impatiens">
#                <taxonset id="TaxonSet.impatiens" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:impatiens" name="distribution" x="@birthRate.t:impatiens">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:impatiens" name="distribution">
#            <parameter id="gammaShape.s:impatiens" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:impatiens" name="distribution">
#            <parameter id="kappa.s:impatiens" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.01" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.02" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:impatiens" name="distribution">
#            <parameter id="ucldStdev.c:impatiens" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.03" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.04" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@impatiens" id="treeLikelihood.impatiens" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:impatiens">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:impatiens" shape="@gammaShape.s:impatiens" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:impatiens" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:impatiens" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:impatiens" kappa="@kappa.s:impatiens" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:impatiens" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:impatiens" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:impatiens" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:impatiens">
#                <LogNormal S="@ucldStdev.c:impatiens" id="LogNormalDistributionModel.c:impatiens" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.05" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="94" id="rateCategories.c:impatiens" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:impatiens" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	gammaShape	kappa	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
3127000	-1775.3605561767145	-1944.90811430624	169.5475581295255	-1944.90811430624	0.03748383036198996	179.22531396264392	146.00424095351403	0.07174626309678671	17.43752866451712	1.6396184930516977	2.1946803420955963	6.349251412301985	3.0382135792056473	0.29273715972964337	0.2752923241509433	0.1709707734369112	0.2609997426825024	
3128000	-1759.3488453063003	-1940.6757314702556	181.3268861639554	-1940.6757314702556	0.029117461912292805	190.92576156458802	153.9101059055175	0.07174626309678671	17.43752866451712	1.6124336930002188	2.1720034016795826	5.909451910672436	3.056063328763665	0.29273715972964337	0.2752923241509433	0.1709707734369112	0.2609997426825024	
3129000	-1778.8877431234805	-1950.3983874679782	171.51064434449776	-1950.3983874679782	0.03617423894684412	181.1169227457887	117.3487835082727	0.07174626309678671	17.43752866451712	1.6149831181261538	2.1414792821891933	6.017145839142489	2.8564595748065797	0.29273715972964337	0.2752923241509433	0.1709707734369112	0.2609997426825024	
3130000	-1778.118134641876	-1957.4454995273975	179.32736488552152	-1957.4454995273975	0.02746367445114943	188.15147010665572	172.14498185418546	0.07174626309678671	14.217146474310097	1.495427253964208	1.7600294800555163	4.71756514451545	2.538183974144164	0.29273715972964337	0.2752923241509433	0.1709707734369112	0.2609997426825024	
3131000	-1757.4040524875186	-1950.1758214204808	192.77176893296226	-1950.1758214204808	0.020902637653492814	201.42362823479115	171.7728454569046	0.07174626309678671	14.217146474310097	1.4366917221268871	1.8902572395682335	4.436682994206077	2.36830785969257	0.265770708335904	0.2752923241509433	0.1709707734369112	0.2879661940762418	
3132000	-1773.564228985173	-1947.3461013211697	173.7818723359966	-1947.3461013211697	0.029431475713280118	182.4190099907127	124.85052822647037	0.07174626309678671	14.217146474310097	1.4316835156253316	1.5946500579798915	4.34558702696088	2.461822231053496	0.265770708335904	0.2752923241509433	0.1709707734369112	0.2879661940762418	
3133000	-1763.5532500881466	-1942.5174907933074	178.96424070516073	-1942.5174907933074	0.030224610846276985	187.19299838312367	147.37261786158027	0.07174626309678671	14.217146474310097	1.2935611815471428	1.7499264365781753	3.330948812416985	2.035460054993549	0.265770708335904	0.2752923241509433	0.1709707734369112	0.2879661940762418	
3134000	-1751.315101465195	-1941.190446499812	189.87534503461694	-1941.190446499812	0.031200404890897204	197.75754295678624	198.8810453545227	0.07174626309678671	14.217146474310097	1.1777076801917397	2.092064893246008	2.492647263056064	1.7331084019457617	0.265770708335904	0.2752923241509433	0.1709707734369112	0.2879661940762418	
3135000	-1769.9690591788358	-1948.2049164677317	178.23585728889583	-1948.2049164677317	0.027749594988860742	186.4960928926663	162.74914807750656	0.07174626309678671	14.217146474310097	1.3041492770552998	1.6534463371005785	3.775984855702643	2.0421173501774086	0.2755084087196892	0.2655546237671581	0.1709707734369112	0.2879661940762418	
3136000	-1758.4924357318878	-1945.8885290043283	187.39609327244045	-1945.8885290043283	0.02242792771233662	196.34757131480535	227.95818288092607	0.07174626309678671	14.217146474310097	1.5390188751366862	2.1427186128201723	6.007902197868646	2.46619655814293	0.2755084087196892	0.2655546237671581	0.1709707734369112	0.2879661940762418	
3137000	-1757.2806419856456	-1944.6711895883311	187.3905476026855	-1944.6711895883311	0.031100811090707895	195.33335418628008	145.28944256536465	0.07174626309678671	14.217146474310097	1.1978695253273801	2.1645090888816854	2.977704410845807	1.6521714818166424	0.2755084087196892	0.2655546237671581	0.1709707734369112	0.2879661940762418	
3138000	-1751.1406136256767	-1944.2939145480304	193.1533009223538	-1944.2939145480304	0.02297407721835782	202.11367373716607	173.43512836654378	0.07174626309678671	14.217146474310097	1.542067805227289	2.238448006049842	6.345466871105392	2.345338226879426	0.2755084087196892	0.2655546237671581	0.1709707734369112	0.2879661940762418	
3139000	-1747.5497341887215	-1939.2270419993556	191.6773078106342	-1939.2270419993556	0.02508082062694345	200.30990464517873	266.66267969306904	0.07174626309678671	14.217146474310097	1.4301391447960956	2.3334844155302688	5.488297626287957	1.9845656594401653	0.2755084087196892	0.2655546237671581	0.1709707734369112	0.2879661940762418	
3140000	-1747.021165948987	-1946.1867601496435	199.16559420065673	-1946.1867601496435	0.02685671462367474	207.4215997980906	194.11531961796643	0.07174626309678671	14.217146474310097	1.3027258503132213	2.564449052544223	4.577982984154274	1.6479859932297174	0.2755084087196892	0.2655546237671581	0.1709707734369112	0.2879661940762418	
3141000	-1764.2283480498897	-1952.8672003661704	188.63885231628066	-1952.8672003661704	0.033331017067288346	196.1389421698234	225.35457703254758	0.07174626309678671	12.896149585726596	1.1166553724167008	2.1666756739148405	3.3593143538378687	1.5640411551513653	0.2755084087196892	0.2783628027767167	0.15816259442735256	0.2879661940762418	
3142000	-1754.3671053349274	-1940.6995554026005	186.33245006767305	-1940.6995554026005	0.040089120078130695	194.17087219356077	133.53105761669394	0.07174626309678671	15.97996498241251	1.082273285566449	2.0751733223347943	2.1072160829397544	1.5660571060733315	0.2755084087196892	0.2783628027767167	0.15816259442735256	0.2879661940762418	
3143000	-1763.9051242945566	-1951.2150659357728	187.30994164121623	-1951.2150659357728	0.026162055128416035	195.74907553523977	215.78976064151195	0.11131058657282054	15.97996498241251	1.2686398538072374	1.7063924492291624	2.970621146390239	1.875044137948598	0.2755084087196892	0.2783628027767167	0.15816259442735256	0.2879661940762418	
3144000	-1758.2102022135075	-1944.3531817684634	186.14297955495599	-1944.3531817684634	0.026007467510290944	195.3238131374313	247.90663612068025	0.11131058657282054	21.320463667225024	1.3021995260791877	2.146356803402181	3.2671530266639133	1.9386921637109906	0.2755084087196892	0.2783628027767167	0.15816259442735256	0.2879661940762418	
3145000	-1756.138715292151	-1942.949075257944	186.8103599657931	-1942.949075257944	0.025490389493075576	196.68553592331455	153.68117652985703	0.11131058657282054	21.320463667225024	1.5380954545247096	2.171795719590151	5.445245737239984	2.575734721428786	0.2755084087196892	0.2783628027767167	0.15816259442735256	0.2879661940762418	
3146000	-1763.204631925941	-1941.9565690538775	178.75193712793651	-1941.9565690538775	0.027709049952659586	188.18314961517942	132.2918075870573	0.11131058657282054	16.64777774143664	1.575824287599548	2.0855507607974473	5.716846912796427	2.3349172707586	0.2755084087196892	0.2783628027767167	0.15816259442735256	0.2879661940762418	
3147000	-1735.6320191239938	-1934.4329596533958	198.80094052940206	-1934.4329596533958	0.02010785091588715	207.98685871168436	259.5833709791336	0.043689287670995704	16.64777774143664	1.5149032712051813	2.369820305933178	5.047623973884418	2.245257592552822	0.2755084087196892	0.2783628027767167	0.15816259442735256	0.2879661940762418	
3148000	-1755.4765307927073	-1943.161519918736	187.68498912602888	-1943.161519918736	0.0292227498337216	196.48872435181877	171.53727053150268	0.0878906898285393	14.603627815312189	1.4640358198366026	2.3875137808334577	3.1572556015303785	2.0050669103170162	0.2755084087196892	0.2783628027767167	0.15816259442735256	0.2879661940762418	
3149000	-1767.7624696713222	-1945.9836112955568	178.22114162423466	-1945.9836112955568	0.029375825463487798	187.42995503307156	154.95288870260842	0.0878906898285393	14.603627815312189	1.6028118477666942	2.029961109173938	3.948628309755959	2.3557414183543264	0.2755084087196892	0.2783628027767167	0.15816259442735256	0.2879661940762418	
3150000	-1758.8558739472455	-1940.0507108953939	181.19483694814826	-1940.0507108953939	0.037611249094156134	189.6799500042631	146.98688990400564	0.0878906898285393	14.603627815312189	1.3558517154720906	1.6506468634945646	1.9933088618919037	2.035577957335131	0.2755084087196892	0.25465648207205277	0.1818689151320165	0.2879661940762418	
3151000	-1766.3802293566725	-1944.3618514852212	177.98162212854868	-1944.3618514852212	0.038270286328961754	186.15605784220028	132.57231311103922	0.1439063170629	13.823209014526075	1.2704281027435136	1.412474996679497	1.7157108923990467	1.9670100685044134	0.2755084087196892	0.25465648207205277	0.1818689151320165	0.2879661940762418	
3152000	-1770.59163965064	-1952.1677332928884	181.57609364224854	-1952.1677332928884	0.032918454687127924	189.4402929409869	174.3727564891416	0.1439063170629	13.823209014526075	1.1668953643894482	1.6562528750751544	1.4265726425498169	1.5798770620889764	0.2755084087196892	0.25465648207205277	0.1818689151320165	0.2879661940762418	
3153000	-1758.7586195420613	-1952.0714917848818	193.31287224282042	-1952.0714917848818	0.029418135805603925	201.05872838796898	249.5931661629515	0.1439063170629	13.823209014526075	1.1277064916257833	1.8758954340184875	1.3610600322296293	1.461930985877351	0.2755084087196892	0.25465648207205277	0.1818689151320165	0.2879661940762418	
3154000	-1772.2585910932382	-1952.1971233407908	179.9385322475526	-1952.1971233407908	0.0353139606726796	187.42659443429295	127.65873485848601	0.1439063170629	9.642553615470517	1.272830489914571	2.0393083916085137	1.8715575566287972	1.6797295410682114	0.2885019194005672	0.2416629713911748	0.1818689151320165	0.2879661940762418	
3155000	-1758.1420471042989	-1945.635354365589	187.49330726129003	-1945.635354365589	0.029593598575116987	194.35897728608668	195.8388684685331	0.1439063170629	9.642553615470517	1.0662731967228603	1.661275740471102	1.2532741190219545	1.3136518730998399	0.2885019194005672	0.2416629713911748	0.1818689151320165	0.2879661940762418	
3156000	-1751.3875415566486	-1943.537265986954	192.14972443030535	-1943.537265986954	0.028090983190743164	198.73664834496296	151.31672895153076	0.1814466812015911	9.642553615470517	0.9633341233783033	1.661679678985248	1.3016177355456846	1.3196541174086196	0.2885019194005672	0.2416629713911748	0.1818689151320165	0.2879661940762418	
3157000	-1757.5034944418433	-1943.8304355844775	186.32694114263427	-1943.8304355844775	0.029894819958724148	192.6175874576589	298.17219817448745	0.1814466812015911	9.642553615470517	0.8684227537737553	1.609471107242957	1.0857043820089622	1.1495459826278698	0.2885019194005672	0.2777468202927202	0.1847781025663712	0.2489731577403417	
3158000	-1756.903584505995	-1951.845274873408	194.94169036741303	-1951.845274873408	0.02266608591096615	202.34906406096673	240.98918121421823	0.1814466812015911	9.642553615470517	1.233235375409183	1.617819523006865	3.8115975455094895	1.9859706137396556	0.2885019194005672	0.2777468202927202	0.1847781025663712	0.2489731577403417	
3159000	-1760.4840228056783	-1950.3222999691682	189.83827716349003	-1950.3222999691682	0.02311223612390541	197.386118493049	227.1184406606712	0.1814466812015911	9.642553615470517	1.2802953128647314	1.841048762950686	3.183261528407166	1.9309227323555156	0.2885019194005672	0.2777468202927202	0.1847781025663712	0.2489731577403417	
3160000	-1748.2778557163724	-1934.3042408315564	186.02638511518407	-1934.3042408315564	0.028756571940405116	193.57367722173015	181.35117036914465	0.1814466812015911	9.642553615470517	1.2801108933063807	1.6167061026436809	3.301112358871775	1.8637903141005538	0.2885019194005672	0.2777468202927202	0.1847781025663712	0.2489731577403417	
3161000	-1752.919414785843	-1937.5746844909424	184.6552697050994	-1937.5746844909424	0.024575221282534483	192.76579334703226	134.5831568277548	0.1814466812015911	9.642553615470517	1.4707944216833824	1.8983248295696	5.101072920246711	2.2112248389154296	0.2885019194005672	0.2777468202927202	0.1847781025663712	0.2489731577403417	
3162000	-1765.340160851666	-1948.7214512918304	183.38129044016426	-1948.7214512918304	0.030819286513665514	190.60791608668825	148.72119556144523	0.1814466812015911	9.479562155000224	1.1832358048167329	1.7026585536460537	2.4124239834973737	1.6834914642745586	0.2885019194005672	0.2777468202927202	0.1847781025663712	0.2489731577403417	
3163000	-1754.2525542788935	-1942.5932759013076	188.340721622414	-1942.5932759013076	0.025020845720012005	195.9756687323286	165.58083315355205	0.1814466812015911	10.47274723181304	1.2586275396793558	1.7010067972179814	2.8589030818090087	1.9248769941787351	0.2885019194005672	0.2734475308937832	0.15158938480907252	0.28646116489657736	
3164000	-1759.3058310486208	-1940.781740615194	181.47590956657308	-1940.781740615194	0.028648128088754183	189.32179374745186	108.76715112128268	0.1814466812015911	10.47274723181304	1.3295463070220843	1.8903892665693867	3.3259099615872416	2.0190960178967243	0.2885019194005672	0.26282718843219055	0.16220972727066518	0.28646116489657736	
3165000	-1755.3545086267445	-1944.2008859319478	188.8463773052032	-1944.2008859319478	0.02547760757159199	197.38780511618202	176.46003938078405	0.1814466812015911	10.47274723181304	1.566354136236223	1.656831759679399	6.111819416880624	2.5162427789931376	0.2892606746120143	0.26282718843219055	0.16220972727066518	0.2857024096851302	
3166000	-1749.4240055720252	-1943.2753734754383	193.85136790341306	-1943.2753734754383	0.021574516451429018	202.23219215547255	185.52379343651225	0.1814466812015911	10.47274723181304	1.5113096810543154	1.8633388240160533	5.466209070138545	2.319322376131393	0.2892606746120143	0.26282718843219055	0.16220972727066518	0.2857024096851302	
3167000	-1749.0266521771866	-1942.5512599881038	193.52460781091713	-1942.5512599881038	0.023276273150045903	201.30147350242362	214.6094692442015	0.16837029244232504	10.47274723181304	1.3106931179521646	1.9329019685550675	3.431261702972319	2.013219081410989	0.2892606746120143	0.26282718843219055	0.16220972727066518	0.2857024096851302	
3168000	-1750.8998466324108	-1941.089542063664	190.18969543125328	-1941.089542063664	0.026584957865662673	197.95677216667025	175.7481223862566	0.16837029244232504	10.47274723181304	1.3073973877641951	1.8584260464843547	2.5692032963667413	1.7839482729799954	0.2892606746120143	0.26282718843219055	0.16029092026622518	0.28762121668957025	
3169000	-1767.4036899309413	-1936.7931466389382	169.38945670799686	-1936.7931466389382	0.03532480022274873	177.12484689814943	101.68040170092557	0.16837029244232504	10.358066291013932	1.3036244969035453	1.401420467450153	2.47515821715824	1.8284030183685849	0.2892606746120143	0.26282718843219055	0.16029092026622518	0.28762121668957025	
3170000	-1773.2903475242324	-1941.155847272763	167.86549974853042	-1941.155847272763	0.0378135769601789	177.12579204428243	105.31470256295054	0.16837029244232504	17.3793039799887	1.4657887160712944	1.2429077097051686	3.0829391761596683	2.4754836272750818	0.2892606746120143	0.26282718843219055	0.16029092026622518	0.28762121668957025	
3171000	-1778.0972288195796	-1939.147090360578	161.04986154099828	-1939.147090360578	0.04827697172205041	169.84119883040486	106.28352616023214	0.16837029244232504	12.605587935159413	1.5343241603440372	1.0225514725594702	3.8705896300069877	2.4598588839562865	0.2892606746120143	0.26282718843219055	0.16029092026622518	0.28762121668957025	
3172000	-1763.1549652025426	-1934.5783139431178	171.42334874057514	-1934.5783139431178	0.03238155656524223	179.89779606520239	134.34913650118585	0.16837029244232504	12.605587935159413	1.4261578693378976	1.3988035596333566	3.19475265451451	2.004055418747264	0.2892606746120143	0.26282718843219055	0.16029092026622518	0.28762121668957025	
3173000	-1774.8313558568748	-1945.4241916147253	170.59283575785048	-1945.4241916147253	0.032496933498112626	179.36991995164965	130.297728349669	0.16837029244232504	13.451358778166862	1.4849639943312538	1.3807871997306966	3.784213003645051	2.080328030222306	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3174000	-1767.713714366625	-1933.9300882778307	166.2163739112056	-1933.9300882778307	0.040202855588407124	175.0346332546841	104.24664612269872	0.16837029244232504	13.451358778166862	1.4990310211264166	1.2939806610264037	4.358706414913441	2.0706168607674402	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3175000	-1776.5709713227027	-1942.6184542613914	166.0474829386888	-1942.6184542613914	0.04315456596258481	175.14156869448732	120.91676466654852	0.19796684247967997	13.451358778166862	1.5834348499742827	1.2325788463008829	5.010197257638113	2.2651611911276794	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3176000	-1777.4690782887046	-1944.7064320840514	167.23735379534673	-1944.7064320840514	0.036386915943460274	176.34234415684864	112.23454085416107	0.19796684247967997	13.451358778166862	1.5871835500927558	1.2042991672014385	4.3207478255998355	2.4996888408287243	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3177000	-1782.8721500637432	-1941.7249075876373	158.85275752389404	-1941.7249075876373	0.039567236171933765	168.12623793880357	127.70515345256575	0.19796684247967997	13.451358778166862	1.6452158725603676	1.2345752156192757	4.673450585579226	2.760756372266538	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3178000	-1767.6115627894699	-1942.7865305826583	175.17496779318844	-1942.7865305826583	0.028094040468097495	183.5978927901533	140.33994656368324	0.19796684247967997	13.272529976730317	1.363705636838466	1.2505044542460633	2.5379658044674476	2.0663330563635403	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3179000	-1759.081741423418	-1941.811794571588	182.73005314817	-1941.811794571588	0.02860471179263008	191.1369559706121	142.78385420043622	0.19796684247967997	13.272529976730317	1.3582868243346142	1.8579403596674877	2.6589239352312233	2.0159077421615157	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3180000	-1774.1075205103994	-1963.6952450041747	189.58772449377543	-1963.6952450041747	0.02752825020072135	197.4723882537525	165.54230965105518	0.19796684247967997	13.272529976730317	1.1831199883452255	1.5405835624566129	2.1575154140388704	1.714112544017324	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3181000	-1763.2271438151545	-1943.2626578857416	180.0355140705871	-1943.2626578857416	0.030773795141109665	188.301630247275	207.24756055397654	0.19796684247967997	13.272529976730317	1.3107801411770645	1.9488912864173684	3.339662590428312	2.2248416020084725	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3182000	-1769.3694396350793	-1942.1418416446775	172.77240200959807	-1942.1418416446775	0.03753942689951425	180.97165624191044	117.1948499342196	0.19796684247967997	14.87223065621621	1.2101435167483692	1.689039324456416	3.606819197519722	2.1464155895694854	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3183000	-1767.0503780963688	-1948.5354576789778	181.485079582609	-1948.5354576789778	0.03177900600990949	188.23427173715876	178.40400240556892	0.19796684247967997	7.524598646673444	1.151564707314947	1.7300350787493615	2.2895055622275957	1.7919160190878405	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3184000	-1758.115263072716	-1942.3662297211572	184.25096664844116	-1942.3662297211572	0.02577896918902974	191.5440843883729	145.6648898601206	0.19796684247967997	7.524598646673444	1.3334988197444686	1.7884824932299088	3.919349023539412	2.0324343552026023	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3185000	-1751.2383205532083	-1946.3813195644695	195.14299901126125	-1946.3813195644695	0.025352327828222353	201.78427233427706	210.32458601697	0.19796684247967997	7.524598646673444	1.115884520934392	1.9205363883237418	2.457352230468597	1.5479145521595175	0.28147726337648654	0.27061059966771833	0.16029092026622518	0.28762121668957025	
3186000	-1766.6215250425544	-1953.8666272722821	187.24510222972765	-1953.8666272722821	0.02215663431825245	196.08474309846096	149.61977941566462	0.19796684247967997	13.411678207040525	1.4982653662026624	2.167860028908026	5.433276119931029	2.2342447985909506	0.2796000964055111	0.27061059966771833	0.16029092026622518	0.2894983836605457	
3187000	-1753.6703331435492	-1945.2304048296653	191.560071686116	-1945.2304048296653	0.022953858255429935	199.45102377723856	222.8142943499088	0.19796684247967997	8.78553524624887	1.4468152613619578	2.0045766508634175	5.449560725980597	1.9960524519578635	0.2796000964055111	0.27061059966771833	0.16029092026622518	0.2894983836605457	
3188000	-1759.8158080364258	-1955.7166579837203	195.9008499472945	-1955.7166579837203	0.019955574010180926	203.7512458977272	193.84388321604024	0.19796684247967997	8.78553524624887	1.4330123472913574	2.035770297812927	6.438905981362342	2.103388672452607	0.2796000964055111	0.27653068117531265	0.15437083875863086	0.2894983836605457	
3189000	-1749.1904510679112	-1945.7768057144913	196.58635464657996	-1945.7768057144913	0.02246314113727257	205.20478674011937	213.95020040718438	0.19796684247967997	14.47754142321518	1.3697949923535502	2.129650764964701	6.081168086985587	1.8992440734059157	0.2796000964055111	0.27653068117531265	0.15437083875863086	0.2894983836605457	
3190000	-1759.6174507208534	-1948.7713271006164	189.1538763797629	-1948.7713271006164	0.03448672892605419	197.68233099020358	158.41702982288018	0.1434544994541527	14.47754142321518	1.3577976205260804	2.387880540396091	7.152910727176668	1.8818099828489114	0.2796000964055111	0.27653068117531265	0.15437083875863086	0.2894983836605457	
3191000	-1750.6565083200398	-1938.1333697083498	187.47686138831008	-1938.1333697083498	0.022860049471484123	196.19306122716057	191.55432871357087	0.1434544994541527	11.492804122827573	1.579002927063565	2.013734805458408	9.044114158162978	2.4340191117848295	0.2796000964055111	0.27653068117531265	0.15437083875863086	0.2894983836605457	
3192000	-1769.1671085151293	-1945.3607237109227	176.19361519579343	-1945.3607237109227	0.027226434402272483	185.05516659699495	125.74030288436525	0.2580525482989434	11.492804122827573	1.589574446289711	1.6389770854678714	9.687989454222281	2.3547324778137075	0.2796000964055111	0.27653068117531265	0.15437083875863086	0.2894983836605457	
3193000	-1779.9467437790938	-1950.6818461750509	170.73510239595703	-1950.6818461750509	0.03558457138958207	180.12024698069547	117.86095702120832	0.2580525482989434	11.927586411813941	1.7456338962980187	1.2492046833600552	12.606942362848116	2.5713018003223334	0.2796000964055111	0.27653068117531265	0.15437083875863086	0.2894983836605457	
3194000	-1762.296636251735	-1941.8516968784265	179.55506062669147	-1941.8516968784265	0.027590701839994503	188.44567053294884	182.64626243745045	0.2580525482989434	11.927586411813941	1.5748714327993942	1.3072617898771155	9.203144029013277	2.3829840430641007	0.2796000964055111	0.27653068117531265	0.15437083875863086	0.2894983836605457	
3195000	-1759.4293094371187	-1935.327399011876	175.89808957475722	-1935.327399011876	0.030426355475599014	185.1778399647085	153.5112142988233	0.2580525482989434	11.927586411813941	1.7091024813317652	1.1504204022607971	7.424329140533896	3.040748458258237	0.2796000964055111	0.2734788538050062	0.15437083875863086	0.29255021103085216	
3196000	-1776.688274158552	-1947.2154633264172	170.5271891678651	-1947.2154633264172	0.027050685225733898	179.69009190103213	129.66833773565583	0.15656807888656496	11.927586411813941	1.7037833480577191	1.5328923235333363	7.377008696603895	2.819742702073808	0.2796000964055111	0.2734788538050062	0.15437083875863086	0.29255021103085216	
3197000	-1769.7244894527455	-1945.4566056302556	175.73211617751014	-1945.4566056302556	0.027119976862379918	185.14587692371936	123.76753806224282	0.13269350323619186	11.927586411813941	1.799129650116151	1.8728380077509774	8.368050385171918	3.169089724464667	0.2796000964055111	0.2734788538050062	0.15437083875863086	0.29255021103085216	
3198000	-1759.9608929766666	-1943.4334846875627	183.472591710896	-1943.4334846875627	0.023922637470184704	192.7079828064877	157.8438475059576	0.13269350323619186	11.927586411813941	1.7371720402771527	1.9016724898935096	7.512305192700922	2.869898320643996	0.2796000964055111	0.2734788538050062	0.15437083875863086	0.29255021103085216	
3199000	-1766.8020560951077	-1947.0191835907924	180.21712749568468	-1947.0191835907924	0.02724785742310014	189.41713055949162	136.21719863027718	0.13269350323619186	11.927586411813941	1.724903508190857	1.8588123768264373	7.456872588603532	2.7837273822835313	0.2796000964055111	0.2734788538050062	0.15437083875863086	0.29255021103085216	
3200000	-1762.823691112873	-1947.7701526519436	184.94646153907075	-1947.7701526519436	0.025850578555327044	193.36737020852868	165.70617765123777	0.13269350323619186	11.927586411813941	1.4570405437529648	1.7149392958105742	5.162279385936254	2.2057804198321906	0.2796000964055111	0.2734788538050062	0.15437083875863086	0.29255021103085216	
3201000	-1754.2680043176547	-1935.433182061798	181.16517774414345	-1935.433182061798	0.02581920224183284	189.34055749385297	152.0414709072576	0.13269350323619186	11.927586411813941	1.3736372000921535	1.740444517352379	4.207782461657495	2.0391604675257606	0.2796000964055111	0.2734788538050062	0.15437083875863086	0.29255021103085216	
3202000	-1763.9211859975599	-1948.1328071033195	184.21162110575966	-1948.1328071033195	0.023077075780038352	192.92174045135496	166.53403311609583	0.13269350323619186	11.927586411813941	1.555942799772652	1.9902263296005627	5.519058284390823	2.602206259596469	0.2796000964055111	0.2734788538050062	0.15437083875863086	0.29255021103085216	
3203000	-1759.6868875945627	-1941.748862133359	182.06197453879616	-1941.748862133359	0.02165017654461817	191.00126121154508	162.77323304210188	0.13269350323619186	11.927586411813941	1.634772133587537	1.9745025718327112	6.143631348406066	2.9808178755969488	0.2507711980276098	0.2734788538050062	0.18319973713653215	0.29255021103085216	
3204000	-1772.7299051020539	-1943.048298711147	170.31839360909314	-1943.048298711147	0.027953965973871408	178.5311763585838	109.90250927303381	0.03631930965344699	11.927586411813941	1.4190124997393923	1.3598324318161936	4.229327924895102	2.4037411252974583	0.2507711980276098	0.2734788538050062	0.18319973713653215	0.29255021103085216	
